nst5879|HBH25
nst4774|RFu11
nst1206|RFu11
nst2296|RFu11
nst5802|RFu11
nst1027|RFu11
nst1028|RFu11
nst6405|RFu11
nst1029|RWF4
nst1030|RWF4
nst5836|GvR10
nst1031|GvR10
nm0791156|GvR10
nst1032|GvR10
nst1033|GvR10
nst1034|GvR10
nst2|ChR60
nst1205|ChR60
nst3806|ChR60
nst1614|ChR60
nst3405|ChR60
nst1035|ChR60
nst2397|GPe10
nst747|GPe10
nst1634|GPe10
nst6141|GPe10
nm0144045|GPe10
nst856|GPe10
nst1036|GeP15
nst1036|GeP15
nm0600531|GeP15
nst5868|GeP15
nst1261|GeP15
nst2885|GeP15
nst3975|GeP15
nst1037|XaK10
nst1296|RDo30
nst1038|RDo30
nst5127|RDo30
nst1363|EMH10
nst1916|EMH10
nst1039|EMH10
nst1040|EMH10
nst1041|EMH10
nst1042|EMH10
nst1043|EMH10
nst1044|EMH10
nst1045|EMH10
nst1046|EMH10
nst4976|GTr12
nst58|GTr12
nst2529|GTr12
nst2592|GTr12
nst5829|GTr12
nst4203|GTr12
nst3036|GTr12
nst888|GTr12
nst1047|GTr12
nst1048|GTr12
nst1049|GTr12
nst4803|RkM10
nst5174|RkM10
nst1050|RkM10
nst5608|RkM10
nst1051|RkM10
nst1052|RkM10
nst1053|RkM10
nst1054|RkM10
nst2532|HaC10
nst1055|HaC10
nst6312|HaC10
nst819|HaC10
nst3773|HaC10
nst3276|HaC10
nst1212|HaC10
nst176|W41
nst673|W41
nst1056|W41
nst1057|W41
nst4383|W41
nst4231|IvR4
nst4850|IvR4
nst4388|IvR4
nst5514|IvR4
nst843|IvR4
nst4899|HuJ10
nm0000206|AWw10
nst1058|AWw10
nst1059|AWw10
nst1060|AWw10
nst1637|RyB9
nst4127|RyB9
nst790|RyB9
nst1061|RyB9
nst1067|RyB9
nst1062|RyB9
nst6037|RyB9
nst3320|RyB9
nst2429|RyB9
nst1902|TKo10
nm0001719|TKo10
nst3904|TKo10
nm0576141|THy10
nm0529071|THy10
nst1063|THy10
nst1064|THy10
nst1065|THy10
nm0000176|JTo3
nst4380|JTo3
nst1907|JTo3
nst3034|JTo3
nm0574534|JTo3
nst133|JTo3
nst4854|JTo3
nst1051|JTo3
nm0438501|RjKd10
nst4774|IB30
nst4228|IB30
nst2032|IB30
nst1066|INw30
nst4945|INw30
nst2029|JR45
nst1933|JR45
nst1067|FrN3
nst1068|FrN3
nst406|FrN3
nst261|RbR14
nst1262|RbR14
nm0000197|RbR14
nst4103|RbR14
nst1069|RbR14
nst1070|RbR14
nm0000621|GPC29
nst1071|GPC29
nm0000385|GPC29
nm0000200|GPC29
nst1072|GPC29
nm0001199|Z9250
nst2440|Z9250
nst1073|Z9250
nst1074|Z9250
nst1075|Z9250
nst4399|TTz4
nst5478|TTz4
nst1076|TTz4
nst1077|TTz4
nst1212|TTz4
nst5031|TTz4
nst1078|MSp5
nm0660854|MSp5
nst1078|MSp5
nm0001215|DPo15
nst6424|PDe10
nst1999|PDe10
nm0000330|PDe10
nm0001487|PDe10
nm0002084|PDe10
nst1079|JWe6
nst1142|JWe6
nst4286|JWe6
nst1080|JWe6
nst1898|JWe6
nst541|JWe6
nst5528|NML20
nst1220|NML20
nst5082|NML20
nst2128|NML20
nst4805|NML20
nst3928|NML20
nst1081|NML20
nst5622|WLW15
nst1082|RcF12
nst2577|WW67
nst4608|WW67
nst58|WW67
nst4750|WW67
nst6323|WW67
nst1083|WW67
nst886|WW67
nm0000368|MaC8
nm0000380|MaC8
nm0001305|MaC8
nst3231|MaC8
nst1148|PaH123
nst1084|PaH123
nst1085|PaH123
nst1086|PaH123
nst124|PaH123
nst1087|Z9696
nst1088|Z9696
nst5878|EMo20
nm0785664|EMo20
nst1089|EMo20
nst1090|EMo20
nst1091|EMo20
nst3142|DoW97
nst1092|DoW97
nst3259|DoW97
nst1093|DoW97
nst3021|DoW97
nst3255|DoW97
nst3393|DoW97
nst1094|DoW97
nst1095|DoW97
nm0725543|DoW97
nst244|DoW97
nm0000313|IGu29
nm0001301|IGu29
nm0001448|IGu29
nst4859|IGu29
nst1096|IGu29
nst3324|IGu29
nst1164|ECa65
nst1097|ECa65
nst1124|ECa65
nst2911|ECa65
nst1057|ECa65
nst5710|ECa65
nm0001725|IvP20
nst527|IvP20
nst609|IvP20
nst1098|IvP20
nst1099|CDM54
nst1100|CDM54
nst4770|CDM54
nm0000413|MkJ11
nst3345|MkJ11
nm0641244|MkJ11
nm0761587|MkJ11
nst4485|MkJ11
nm0000576|RiR15
nst5226|RiR15
nst4096|RiR15
nst1101|Ari15
nst1102|Ari15
nst2171|CDM77
nst1164|CDM77
nst2997|CDM77
nst1349|CDM77
nst3039|CDM77
nst585|CDM77
nst1103|CDM77
nst6296|CDM77
nst5487|CDM77
nst6025|CDM77
nst2288|CDM77
nst2384|CDM77
nst3815|CDM77
nst4831|MPa5
nst1832|MPa5
nst897|MPa5
nst1390|MPa5
nst1104|TaH15
nst1105|TaH15
nst1106|TaH15
nst1107|TaH15
nst1031|TaH15
nst1108|TaH15
nst1109|TaH15
nst5107|TaH15
nst1408|LeS110
nst5830|LeS110
nst775|LeS110
nst1731|LeS110
nst930|LeS110
nst1110|ESP12
nst1111|ESP12
nst1112|ESP12
nst1113|ESP12
nst2029|JR65
nst5447|JR65
nst1114|JR65
nst1115|JR65
nst1116|JR65
nst1117|JR65
nst1135|IMT20
nm0000966|IMT20
nst1118|IMT20
nst1119|IMT20
nst1120|IMT20
nst1121|IMT20
nst2154|GM310
nst2900|GM310
nst5139|GM310
nst3274|GM310
nst1122|GM310
nst4111|GM310
nst1159|GM310
nst2401|GM310
nst1702|DTa104
nst1123|DTa104
nst2638|DTa104
nst1124|DTa104
nst5186|NAC10
nst733|NAC10
nst5664|NAC10
nst3317|DL10
nst1402|DL10
nst4030|DL10
nst3317|DL10
nm0002230|RRz1
nst1125|RRz1
nst1126|RRz1
nst1127|RRz1
nst2|SSS58
nst1205|SSS58
nst1128|SSS58
nst132|SSS58
nst1129|SSS58
nst2|CLa100
nst1205|CLa100
nst1976|CLa100
nst1983|CLa100
nst3406|CLa100
nst1130|MSJ10
nst1131|MSJ10
nm0000657|MSJ10
nm0001624|MSJ10
nst2961|MSJ10
nst1132|MSJ10
nst1133|MSJ10
nst1134|MSJ10
nst1135|MSJ10
nst6447|JAu10
nst1136|JAu10
nst3137|ALs10
nst4473|ALs10
nst2717|ALs10
nst1137|C76
nst4126|C76
nst1138|VAr10
nst1139|VAr10
nst12|VAr10
nm0000158|RHo29
nm0000200|RHo29
nst1140|RHo29
nm0000641|RHo29
nst2449|RHo29
nst4814|RHo29
nst5258|RHo29
nst1164|FB27
nst2523|FB27
nst3947|FB27
nst4666|FB27
nst3307|FB27
nst1141|FB27
nst180|FB27
nst4431|HMF20
nst4226|Z9688
nst2690|FAm10
nst2985|FAm10
nst5714|FAm10
nm0000638|RFu20
nst606|RFu20
nst3573|RFu20
nm0000237|RFu20
nst1142|W82
nst4484|W82
nst1143|W82
nst1144|W82
nst1145|W82
nst1507|W82
nst1146|PGr5
nst5718|PGr5
nst1147|PGr5
nst1148|PGr5
nst1149|PGr5
nst1150|PGr5
nst3918|WWi10
nst1747|WWi10
nst1785|WWi10
nst1151|WWi10
nst4680|WWi10
nst1152|WWi10
nst1153|MCy5
nst1154|MCy5
nst1155|MCy5
nst1156|MCy5
nst1335|HeD105
nst5898|HeD105
nst5615|HeD105
nst1157|HeD105
nst1158|HeD105
nst5788|HeD105
nst5858|IHA33
nst1940|IHA33
nst5507|MFi20
nst1159|MFi20
nst1576|MFi20
nst1160|MFi20
nst1161|MFi20
nst423|ClL25
nst1162|ClL25
nst1163|ChJ12
nm0001191|DDg10
nst1464|IDk10
nm0001421|IDk10
nst4401|IDk10
nst1164|IDk10
nst4391|IDk10
nst1165|IDk10
nst1166|IDk10
nst1905|JaS11
nst3964|JaS11
nst5081|WlD43
nst1206|WlD43
nst5792|WlD43
nst794|WlD43
nst5949|WlD43
nst6344|WlD43
nm0934179|RoP22
nst1167|RoP22
nst3133|RoP22
nst1168|JD14
nst1169|JD14
nst3953|JD14
nst5335|JD14
nst1170|JD14
nm0000277|RBt6
nst1171|RBt6
nst5934|RBt6
nst5441|RBt6
nst3993|RBt6
nst2610|RBt6
nst6196|JWa1
nst6288|JWa1
nst2487|JWa1
nst595|JWa1
nst244|JWa1
nst6202|JWa1
nst1244|JWa1
nst6344|JWa1
nst819|JWa1
nst5424|MGe5
nst2233|MGe5
nst5139|MGe5
nst4678|MGe5
nst1172|MGe5
nst1021|MGe5
nst5064|W56
nst4908|PCo11
nm0000277|PCo11
nst5519|PCo11
nst3495|PCo11
nst1173|PCo11
nst235|PCo11
nm0002198|PCo11
nm0148041|PCo11
nst1174|PCo11
nst1175|PCo11
nm0000336|PSc41
nm0000560|PSc41
nst5533|PSc41
nst1296|PSc41
nst2789|PSc41
nst6457|DaD10
nst67|DaD10
nst1176|Z9780
nst1177|Z9780
nst1178|Z9780
nst1179|Z9780
nst2062|FFC9
nst1922|FFC9
nst2964|FFC9
nst1180|FFC9
nst3018|FFC9
nst5566|FFC9
nst261|EBi10
nm0001258|EBi10
nm0822972|EBi10
nm0001185|EBi10
nst1181|DnH30
nm0000409|Z9260
nst4417|Z9260
nm0000354|Z9260
nst3228|IFa17
nst6462|IFa17
nst434|IFa17
nst47|IFa17
nst1182|IFa17
nst6474|IFa17
nst3511|IFa17
nst1183|IFa17
nst125|GSc10
nst2597|GSc10
nst4683|WDT19
nst1184|WDT19
nst1185|WDT19
nst563|WDT19
nst1186|WDT19
nst1187|WDT19
nst408|WDT19
nst1188|WDT19
nst1189|WDT19
nst1190|RFG27
nst1191|RFG27
nst1101|RSt103
nst3864|RSt103
nm0000056|RoR8
nst3323|RoR8
nst3844|RoR8
nst5289|RoR8
nst2154|RoR8
nst2049|RoR8
nst177|MC7
nst333|MC7
nst656|MC7
nst2590|MC7
nst932|MC7
nst5202|MC7
nst4947|MC7
nst2053|RoR1
nst4535|RoR1
nst1192|RoR1
nst4951|RoR1
nst1142|RoR1
nst1193|RoR1
nst3357|RoR1
nst4853|BGi16
nst3679|BGi16
nst3560|RFl20
nst1949|RFl20
nst1194|RFl20
nst5028|RFl20
nst2785|RFl20
nst2915|RFl20
nst1195|RFl20
nst6218|WTh18
nst4006|RiF15
nst2231|RiF15
nst1104|RiF15
nst1796|RiF15
nst39|RiF15
nst1196|RiF15
nst4910|RiF15
nst2739|RiF15
nm0000123|StS10
nm0000182|StS10
nm0001872|StS10
nm0000609|StS10
nst88|StS10
nm0001416|StS10
nm0000983|StS10
nm0000332|StS10
nm0001199|StS10
nst1197|StS10
nst1198|StS10
nst5832|AnL13
nst1199|AnL13
nst650|AnL13
nm0000307|AnL13
nst1629|KV55
nst633|KV55
nst1069|KV55
nst1996|KV55
nst4581|KV55
nst1200|FCr10
nst346|FCr10
nst1201|FCr10
nst156|HAs10
nm0000685|HAs10
nst6457|HAs10
nst2659|BW10
nst5771|BW10
nst2241|BW10
nst5685|BW10
nst3393|BW10
nst1729|BW10
nst5143|BW10
nst4761|BW10
nst651|BW10
nm0000273|MN3
nst295|MN3
nst439|MN3
nst2054|MN3
nst4305|MN3
nst4631|MN3
nst4763|MN3
nm0000640|MN3
nm0000685|MN3
nst6230|MN3
nm0005403|WeA10
nst4231|WeA10
nm0931404|WeA10
nm0005561|WeA10
nst1058|BDu10
nm0000619|BDu10
nm0000412|BDu10
nst1202|BDu10
nm0001451|BDu10
nst5970|BDu10
nm0222643|BDu10
nm0564277|BDu10
nst1203|BDu10
nm0040472|BDu10
nst1204|BDu10
nm0000142|BvH10
nst3479|BvH10
nst2316|BvH10
nst2206|BvH10
nst104|IrP18
nst1413|IrP18
nst862|IrP18
nst5166|IrP18
nst6315|IrP18
nst1020|IrP18
nst1205|IrP18
nst4105|IrP18
nst3023|HoZ21
nst3470|HoZ21
nst635|HoZ21
nst5636|HKo43
nst4425|HKo43
nst1206|HKo43
nst5244|HKo43
nst6355|HKo43
nst2050|HKo43
nst3868|HKo43
nst1207|HKo43
nst1208|JCi10
nst1209|JCi10
nst1210|JCi10
nst1211|JCi10
nst4908|NiR40
nst1540|NiR40
nm0000126|RSh5
nm0000215|RSh5
nm0000209|RSh5
nst6358|RSh5
nst1212|RSh5
nst1213|RSh5
nst1214|TDe18
nst1215|TDe18
nm0001324|TDe18
nm0001082|TDe18
nst1216|AKj18
nst3901|DaB33
nst1217|DaB33
nst1218|DaB33
nst5297|DaB33
nst1219|DaB33
nst4153|JWR13
nst200|JWR13
nst819|JWR13
nst351|JWR13
nst3056|JWR13
nst5667|JWR13
nst2787|JWR13
nst1220|CfO10
nst4986|CfO10
nst2962|CfO10
nst1221|SvF10
nst1310|IG5
nst3545|IG5
nm0001108|IG5
nst1638|IG5
nm0001429|Tki7
nst4899|LNm10
nst3171|LNm10
nst5441|LNm10
nst1702|LNm10
nst2876|LNm10
nst5110|LNm10
nst5653|LNm10
nst2646|LNm10
nst5939|LNm10
nst3639|LNm10
nst3089|LNm10
nst363|LNm10
nst6205|MFr16
nst3016|MFr16
nst4079|BW12
nst1758|BW12
nst3101|BW12
nst5948|BW12
nst4121|BW12
nst2681|BW12
nst4781|WoP10
nst2309|WoP10
nst1222|WoP10
nst1223|WoP10
nst3133|RA5
nst1948|RA5
nst2120|RA5
nst2732|RA5
nst987|RA5
nm0000298|RA5
nm0000640|RA5
nst4030|RA5
nst2851|RA5
nm0297538|RA5
nst2497|RA5
nm0786022|RA5
nst2646|RA5
nst304|RA5
nst1224|RA5
nm0416524|RA5
nst2|CLa110
nst1205|CLa110
nst3317|CLa110
nst698|CLa110
nst6158|CLa110
nst1731|CLa110
nst5588|RyB4
nm0000977|JKp18
nm8599303|JKp18
nst250|JKp18
nst3894|JKp18
nst402|JKp18
nst2727|DoW81
nst1225|DoW81
nst2902|DoW81
nst4228|DoW81
nst1226|DoW81
nst1227|DoW81
nst4979|DoW81
nst1228|HaR28
nm0899995|HaR28
nst1448|HaR28
nm0001435|HaR28
nm0899995|HaR28
nm0001590|HaR28
nm0899995|HaR28
nm8599303|HaR28
nm0786806|HaR28
nst1229|HaR28
nst1230|HaR28
nst3600|WvD79
nst6465|WvD79
nst1231|WvD79
nst4505|WvD79
nst226|WvD79
nst338|WvD79
nst1023|WvD79
nst1232|WvD79
nst6347|WvD79
nst1233|BLu10
nst1234|BLu10
nm0762248|BLu10
nm0000849|BLu10
nst1235|IdL1
nst1236|IdL1
nst1237|IdL1
nst1238|IdL1
nst1239|IdL1
nm0457557|ShI50
nm0849095|ShI50
nst3573|RM9
nst3752|RM9
nst872|RM9
nst2161|PHt20
nst908|PHt20
nst1948|PHt20
nst4437|PHt20
nst6212|PHt20
nst2361|PHt20
nst1240|PHt20
nst313|RoV2
nst4608|WW80
nst5444|WW80
nst2597|WW80
nst1241|WW80
nst2831|WW80
nst505|WW80
nst1242|WW80
nst1138|WW80
nst782|JD30
nst4453|JD30
nm0000307|IiS17
nm0254362|IiS17
nst1243|IiS17
nst3871|IiS17
nst4851|IiS17
nm0421105|IiS17
nst1244|IiS17
nm0000149|JDe23
nst2688|JDe23
nst1245|JDe23
nst2161|JDe23
nst1246|JDe23
nst1247|JDe23
nm0001262|MFe40
nst1248|MFe40
nst1249|MFe40
nst1250|MFe40
nst1251|MvT10
nm0762248|MvT10
nst1252|MvT10
nst754|IWk5
nm0000562|IWk5
nst1253|IWk5
nst5377|LwT50
nst506|LwT50
nst1254|LwT50
nm0001685|LwT50
nst1255|LwT50
nm0000200|LwT50
nm0371660|LwT50
nm0761028|LwT50
nst1256|LwT50
nst1257|LwT50
nst1258|LwT50
nst1259|LwT50
nst1260|LwT50
nst1261|LwT50
nst1262|LwT50
nst1232|SW6
nst4005|SW6
nst1263|SW6
nst4770|SW6
nst185|SW6
nst1264|SW6
nst4127|SW6
nst1265|SW6
nst5357|DDe10
nst1266|DDe10
nst3449|DDe10
nst5008|HoD10
nst3832|HoD10
nst1267|HoD10
nst4735|HoD10
nst5566|HoD10
nm0000652|HoD10
nst3880|EDm25
nst3641|EDm25
nst1268|EDm25
nst4064|EDm25
nst5949|EDm25
nst2056|EDm25
nst1269|EDm25
nst1270|EDm25
nst1271|EDm25
nst1272|EDm25
nst1273|EDm25
nst1274|EDm25
nst437|EDm25
nm0705956|AWj35
nm0417370|AWj35
nst1275|AWj35
nst1759|HeH12
nst6|HeH12
nst1276|HeH12
nst5665|HeH12
nst2461|HeH12
nm0000422|JoD34
nst4146|JoD34
nst1277|JoD34
nst1278|JoD34
nst5250|JoD34
nst1279|JoD34
nst1280|JoD34
nst1281|JCi5
nst1282|JCi5
nst3043|JaS38
nm0001768|JaS38
nm0001719|JaS38
nst4939|JaS38
nst2537|JaS38
nst2401|JaS38
nst1627|JaS38
nst1283|JKp32
nm0000621|JKp32
nm0000501|JKp32
nst1284|JKp32
nm0503624|JKp32
nst4227|DBy4
nst1285|DBy4
nst2243|DBy4
nst3003|DBy4
nst5667|DBy4
nm0000459|TDe14
nm0000369|TDe14
nst4863|TDe14
nm0001187|TDe14
nst5853|TDe14
nm0000227|TDe14
nm0000452|TDe14
nm0005280|TDe14
nm0001611|TDe14
nst1286|TDe14
nm0000204|TDe14
nst1232|FB43
nst1287|FB43
nst1288|GRi50
nst3645|GRi50
nst1289|IHu25
nm0001488|IHu25
nst1290|IHu25
nst1291|IHu25
nst1292|IHu25
nm0000442|Z9790
nst1293|Z9790
nst1294|Z9790
nst1295|Z9790
nst1296|Z9790
nm0000693|IrK25
nst88|IrK25
nst4356|IrK25
nst1297|IrK25
nm0198925|IrK25
nst1298|IrK25
nst1299|IrK25
nst373|IrK25
nm0001191|SvB22
nm0000213|SvB22
nst1300|RFG9
nst1190|RFG9
nst6414|IF100
nst6196|IF100
nst179|IF100
nst863|IF100
nst585|IF100
nst5453|ChV45
nst1301|ChV45
nst58|ChV45
nst1224|ChV45
nm0307500|ChV45
nst1157|ChV45
nst1302|ChV45
nst552|JBs10
nst181|JBs10
nst5829|JBs10
nst1303|DzJ10
nst1897|EG16
nst4868|EG16
nst4338|EG16
nst1167|EG16
nst1243|EG16
nst1879|EG16
nst1737|EG16
nst3964|RSt337
nst4092|RSt337
nst4991|RSt337
nst1304|RSt337
nst1305|RSt337
nst1306|RSt337
nst1142|ML30
nst1307|ML30
nst3571|ML30
nst1308|WFr36
nst6090|WFr36
nst4016|WFr36
nst536|WFr36
nst1068|WFr36
nst6369|WFr36
nst1309|WFr36
nm0000104|RRz3
nst784|RRz3
nst1310|RRz3
nst1311|RRz3
nst5760|RRz3
nst1312|RRz3
nst1313|RRz3
nst1314|Z9970
nst695|MiW35
nst295|MiW35
nst1818|MiW35
nst6104|MiW35
nst4835|MiW35
nst3995|MiW35
nst140|HaB9
nst1347|HaB9
nst2517|HaB9
nst1315|HaB9
nst4548|HaB9
nm0000216|JCm20
nst2399|JCm20
nst2025|JCm20
nst5671|JCm20
nm0001598|JCm20
nm0608012|JCm20
nst1316|LFl70
nst1317|LFl70
nst1318|LFl70
nst2397|MvC10
nst3593|MvC10
nst1990|MvC10
nst827|MvC10
nst5772|MvC10
nst3137|JFr8
nst4529|JFr8
nst3831|JFr8
nst1319|JFr8
nst1320|JFr8
nst5754|JFr8
nst2436|JCw53
nst4153|JCw53
nst2803|JCw53
nst3960|JCw53
nst5667|JCw53
nst5598|JCw53
nst5070|JCw53
nst633|JCw53
nst1321|Z1812
nst1322|MS23
nst784|MS23
nst196|MS23
nst1323|MS23
nst1324|MS23
nm0000095|MS23
nm0001201|MS23
nst1325|MS23
nst1326|MS23
nst3019|AnC10
nst3523|AnC10
nst4098|AnC10
nst6468|AnC10
nst3468|AnC10
nst342|AnC10
nst6486|AnC10
nst3688|JC10
nst932|JC10
nst1327|JC10
nst1328|JC10
nst1329|JC10
nst4064|RbC17
nst3563|RbC17
nst1685|RbC17
nst4329|RbC17
nst1504|RbC17
nst1164|WW47
nst662|WW47
nst1354|WW47
nst5663|WW47
nst140|WW47
nst1330|WW47
nst6344|WW47
nst5945|WW47
nst2787|WW47
nst1331|WW47
nst5652|TDS15
nst475|TDS15
nst3569|TDS15
nst754|GfD11
nm0000173|GfD11
nst6292|GfD11
nm0000330|GfD11
nst4815|GfD11
nst3814|ADw78
nst4136|ADw78
nst1793|ADw78
nst6096|ADw78
nst2018|ADw78
nst5168|ADw78
nst1332|ADw78
nm0000532|StK9
nst3644|StK9
nst1184|StK9
nst2996|StK9
nst2221|StK9
nst5353|StK9
nst4887|StK9
nst5670|StK9
nst1333|StK9
nst3022|JZa10
nm0000658|JZa10
nst1248|JZa10
nm0000138|JZa10
nst1334|JZa10
nst6046|JZa10
nst1448|JZa10
nst1335|JZa10
nst4339|JZa10
nst1336|JZa10
nm0515296|MJu10
nst1337|MJu10
nst1338|MJu10
nst1339|MJu10
nm0619651|MJu10
nst1340|MJu10
nst1341|RtB1
nst1342|RtB1
nst1343|RtB1
nst1344|RtB1
nst2029|JnD36
nst1345|JnD36
nst1469|JnD36
nst1346|JnD36
nst20|JnD36
nst6044|JnD36
nst6196|HH30
nst1057|HH30
nst1596|HH30
nst2822|HH30
nst662|HH30
nst863|HH30
nst2043|AG30
nst1347|AG30
nst1348|AG30
nst1349|AG30
nst1350|AWj16
nst1351|CSe15
nst242|CSe15
nst1352|CSe15
nst1353|CSe15
nst1354|CSe15
nst1355|CSe15
nm0759458|CSe15
nst1356|CSe15
nst2469|VM21
nst3070|VM21
nst1415|VM21
nst1357|VM21
nst3295|VM21
nst5244|VM21
nst1358|VM21
nst4437|MP6
nst2724|MP6
nst3777|MP6
nst4732|MP6
nst2900|MP6
nst1359|MP6
nst1279|MP6
nst3540|MP6
nst1360|MP6
nm0001624|STu11
nst1361|STu11
nst1362|STu11
nst784|STu11
nm0175262|STu11
nst1363|STu11
nm0204706|STu11
nst1132|STu11
nm0005049|STu11
nm0420955|STu11
nst1364|STu11
nm0000547|STu11
nst5119|STu11
nst5286|STu11
nst1365|STu11
nm0000666|STu11
nst5792|ADw40
nst5301|ADw40
nst2375|ADw40
nst5697|ADw40
nst704|ADw40
nst1366|ADw40
nst5710|ADw40
nst5063|ADw40
nst1367|WDT27
nm0000603|TBs28
nm0000123|WoP25
nm0000178|WoP25
nst4417|RA19
nst754|RA19
nst1368|RA19
nm0095248|RA19
nst4610|TFi15
nst1291|TFi15
nst1369|TFi15
nst2836|TFi15
nst2775|TFi15
nst2304|PlB20
nst2709|PlB20
nst1127|PlB20
nst1370|PLf10
nst575|PLf10
nst1371|PLf10
nm0000576|AmH10
nm0000121|AmH10
nst3384|AmH10
nst1372|AmH10
nm0001680|AmH10
nst4934|AmH10
nst1670|AmH10
nst6134|AmH10
nst5661|AmH10
nst3497|H35
nst3497|H35
nst4095|H35
nst4885|H35
nst919|H35
nst3958|H35
nst6187|H35
nst5906|H35
nst1124|H35
nst1373|H35
nst3833|MxS12
nst5064|MxS12
nst2784|LBF10
nst961|LBF10
nst695|MiW40
nst2821|MiW40
nst2049|MiW40
nst5901|SfS10
nm0001246|SfS10
nm0000295|SfS10
nst1374|InB41
nst1375|InB41
nst1376|InB41
nst1377|InB41
nst2951|InB41
nst1378|InB41
nm0540204|InB41
nst1379|InB41
nst134|InB41
nst1380|InB41
nst526|InB41
nst1381|InB41
nst1382|InB41
nst5052|LHM1
nst2424|LHM1
nst2278|LHM1
nm0191685|LHM1
nst3754|LHM1
nst540|LHM1
nst6320|LHM1
nst2938|EL69
nst633|EL69
nst94|EL69
nm0000658|FSc15
nst1320|FSc15
nst5975|FSc15
nst2120|FSc15
nst5589|FSc15
nst3887|FSc15
nst4280|FSc15
nst1142|MLR34
nst3769|MLR34
nst2051|MLR34
nst2541|MLR34
nst1377|MLR34
nst984|MLR34
nst1206|RSt333
nm0000437|GCh20
nst5714|GCh20
nm0001518|GCh20
nst2751|GCh20
nst5636|RZL28
nst2058|RZL28
nst3242|RZL28
nst5956|RZL28
nst3749|RZL28
nst1166|RZL28
nst2777|RZL28
nst6370|RZL28
nst5372|RZL28
nst2703|RZL28
nst1383|RZL28
nst3056|RZL28
nst172|RZL28
nst1384|RZL28
nst2655|RZL28
nst669|RZL28
nst4049|DDy10
nst1385|DDy10
nst1827|DDy10
nst1386|DDy10
nst1387|DDy10
nst4896|PAR14
nst4719|PAR14
nst4675|PAR14
nst252|PAR14
nm0000657|PAR14
nm0001521|PAR14
nst3133|PAR14
nm1831491|MKi10
nst1388|MKi10
nst1389|MKi10
nst1390|MKi10
nm0402980|MKi10
nm0001682|MKi10
nst1391|MKi10
nst1392|MKi10
nst1393|MKi10
nst1394|MKi10
nst2718|MKi10
nst1395|MKi10
nst1396|MKi10
nst1397|MKi10
nm0000886|RAl68
nm0001046|RAl68
nst229|RAl68
nst1643|RAl68
nst5274|RAl68
nst104|WLa23
nst2225|WLa23
nst3266|WLa23
nst2268|WLa23
nst2375|WLa23
nst2281|WLa23
nst1398|WLa23
nst1399|WLa23
nst2866|TDe19
nst4226|TDe19
nm0001454|TDe19
nm0000245|PeK10
nst1400|AR4
nst1401|AR4
nm0000665|RLi25
nm0001598|RLi25
nm0001258|RLi25
nst1402|RLi25
nst5823|RLi25
nm0001849|RLi25
nm0001729|RLi25
nst1403|ERr30
nst2044|ERr30
nst1404|ERr30
nst1426|C104
nst4868|C104
nst226|C104
nst1405|C104
nst73|C104
nst5598|C104
nst2485|C104
nst948|C104
nst3931|C104
nm0409421|VdS4
nst1406|VdS4
nst1407|FOR30
nst1408|FOR30
nm0828288|FOR30
